,study,notation,from_slug,to_slug,difflib,a,b,ab,nmi,cd,ncd
4358,movies,vega-lite,scatter_ols_separate,line_colored,58,320,284,380,156,96,300
4359,movies,vega-lite,scatter_ols_separate,area_colored_stacked,62,320,300,396,172,96,300
4360,movies,vega-lite,scatter_ols_separate,stripes,66,320,264,384,184,120,375
4361,movies,vega-lite,scatter_ols_separate,bar_budget_avg,71,320,236,364,172,128,400
4362,movies,vega-lite,scatter_ols_separate,box_colored,61,320,264,368,152,104,325
4363,movies,vega-lite,scatter_ols_separate,dotplot_avg,78,320,240,364,168,124,387
4364,movies,vega-lite,scatter_ols_separate,bubble_agg,70,320,280,368,136,88,275
4365,movies,vega-lite,scatter_ols_separate,bar_count_horizontal,79,320,220,364,188,144,450
4366,movies,vega-lite,scatter_ols_separate,scatter,60,320,232,332,112,100,312
4367,movies,vega-lite,scatter_ols_separate,bubble,58,320,268,348,108,80,250
4368,movies,vega-lite,scatter_ols_separate,histogram_mean,70,320,236,360,164,124,387
4369,movies,vega-lite,scatter_ols_separate,scatter_colored_symbol,58,320,272,352,112,80,250
4370,movies,vega-lite,scatter_ols_separate,bar_count_single,78,320,224,352,160,128,400
4371,movies,vega-lite,scatter_ols_separate,scatter_colored_continuous,50,320,252,340,108,88,275
4372,movies,vega-lite,scatter_ols_separate,scatter_colored,48,320,256,332,88,76,237
4373,movies,vega-lite,scatter_ols_separate,box_faceted,74,320,268,372,156,104,325
4374,movies,vega-lite,scatter_ols_separate,pie_count,78,320,228,356,164,128,400
4375,movies,vega-lite,scatter_ols_separate,error_bar,55,320,276,372,148,96,300
4376,movies,vega-lite,scatter_ols_separate,bar_count_ordered,69,320,220,368,196,148,462
4377,movies,vega-lite,scatter_ols_separate,bar_time,70,320,260,384,188,124,387
4378,movies,vega-lite,scatter_ols_separate,histogram_colored,62,320,252,364,156,112,350
4379,movies,vega-lite,scatter_ols_separate,box,84,320,236,356,156,120,375
4380,movies,vega-lite,scatter_ols_separate,ols_separate,76,320,316,332,28,16,50
4381,movies,vega-lite,scatter_ols_separate,bar_budget_avg_colored,69,320,264,376,168,112,350
4382,movies,vega-lite,scatter_ols_separate,bar_count_colored,56,320,240,364,168,124,387
4383,movies,vega-lite,scatter_ols_separate,histogram_line,74,320,224,356,168,132,412
4384,movies,vega-lite,scatter_ols_separate,bar_budget,71,320,236,364,172,128,400
4385,movies,vega-lite,scatter_ols_separate,scatter_connected,71,320,296,396,176,100,312
4386,movies,vega-lite,scatter_ols_separate,heatmap_count,70,320,240,364,168,124,387
4387,movies,vega-lite,scatter_ols_separate,heatmap_budget_avg,74,320,256,368,160,112,350
4388,movies,vega-lite,scatter_ols_separate,scatter_ols_global,6,320,308,328,28,20,62
4389,movies,vega-lite,scatter_ols_separate,bar_count,71,320,208,360,192,152,475
4390,movies,vega-lite,scatter_ols_separate,slope,54,320,264,360,136,96,300
4391,movies,vega-lite,scatter_ols_separate,line,70,320,260,380,180,120,375
4392,movies,vega-lite,scatter_ols_separate,dotplot,72,320,212,360,188,148,462
4393,movies,vega-lite,scatter_ols_separate,area_colored,58,320,284,384,164,100,312
4394,movies,vega-lite,scatter_ols_separate,histogram,74,320,220,360,180,140,437
4395,movies,vega-lite,scatter_ols_separate,bar_count_100,54,320,252,376,180,124,387
4396,movies,vega-lite,scatter_ols_separate,histogram_faceted,76,320,276,388,180,112,350
4397,movies,vega-lite,line_colored,scatter_ols_separate,58,284,320,384,164,100,312
4398,movies,vega-lite,line_colored,area_colored_stacked,5,284,300,308,32,24,80
4399,movies,vega-lite,line_colored,stripes,14,284,264,304,60,40,140
4400,movies,vega-lite,line_colored,bar_budget_avg,32,284,236,332,144,96,338
4401,movies,vega-lite,line_colored,box_colored,24,284,264,336,124,72,253
4402,movies,vega-lite,line_colored,dotplot_avg,40,284,240,332,140,92,323
4403,movies,vega-lite,line_colored,bubble_agg,29,284,280,340,116,60,211
4404,movies,vega-lite,line_colored,bar_count_horizontal,42,284,220,320,136,100,352
4405,movies,vega-lite,line_colored,scatter,23,284,232,320,124,88,309
4406,movies,vega-lite,line_colored,bubble,23,284,268,332,112,64,225
4407,movies,vega-lite,line_colored,histogram_mean,31,284,236,324,128,88,309
4408,movies,vega-lite,line_colored,scatter_colored_symbol,23,284,272,336,116,64,225
4409,movies,vega-lite,line_colored,bar_count_single,41,284,224,308,108,84,295
4410,movies,vega-lite,line_colored,scatter_colored_continuous,13,284,252,328,120,76,267
4411,movies,vega-lite,line_colored,scatter_colored,11,284,256,316,92,60,211
4412,movies,vega-lite,line_colored,box_faceted,50,284,268,344,136,76,267
4413,movies,vega-lite,line_colored,pie_count,41,284,228,308,104,80,281
4414,movies,vega-lite,line_colored,error_bar,59,284,276,376,192,100,352
4415,movies,vega-lite,line_colored,bar_count_ordered,29,284,220,320,136,100,352
4416,movies,vega-lite,line_colored,bar_time,13,284,260,296,48,36,126
4417,movies,vega-lite,line_colored,histogram_colored,23,284,252,328,120,76,267
4418,movies,vega-lite,line_colored,box,24,284,236,328,136,92,323
4419,movies,vega-lite,line_colored,ols_separate,38,284,316,368,136,84,265
4420,movies,vega-lite,line_colored,bar_budget_avg_colored,32,284,264,344,140,80,281
4421,movies,vega-lite,line_colored,bar_count_colored,16,284,240,316,108,76,267
4422,movies,vega-lite,line_colored,histogram_line,34,284,224,320,132,96,338
4423,movies,vega-lite,line_colored,bar_budget,24,284,236,328,136,92,323
4424,movies,vega-lite,line_colored,scatter_connected,25,284,296,332,84,48,162
4425,movies,vega-lite,line_colored,heatmap_count,25,284,240,320,116,80,281
4426,movies,vega-lite,line_colored,heatmap_budget_avg,29,284,256,336,132,80,281
4427,movies,vega-lite,line_colored,scatter_ols_global,52,284,308,372,152,88,285
4428,movies,vega-lite,line_colored,bar_count,31,284,208,312,132,104,366
4429,movies,vega-lite,line_colored,slope,7,284,264,312,76,48,169
4430,movies,vega-lite,line_colored,line,12,284,260,288,32,28,98
4431,movies,vega-lite,line_colored,dotplot,39,284,212,316,136,104,366
4432,movies,vega-lite,line_colored,area_colored,1,284,284,292,16,8,28
4433,movies,vega-lite,line_colored,histogram,35,284,220,328,152,108,380
4434,movies,vega-lite,line_colored,bar_count_100,14,284,252,328,120,76,267
4435,movies,vega-lite,line_colored,histogram_faceted,39,284,276,356,152,80,281
4436,movies,vega-lite,area_colored_stacked,scatter_ols_separate,62,300,320,400,180,100,312
4437,movies,vega-lite,area_colored_stacked,line_colored,5,300,284,308,32,24,80
4438,movies,vega-lite,area_colored_stacked,stripes,18,300,264,316,68,52,173
4439,movies,vega-lite,area_colored_stacked,bar_budget_avg,36,300,236,344,152,108,360
4440,movies,vega-lite,area_colored_stacked,box_colored,28,300,264,352,140,88,293
4441,movies,vega-lite,area_colored_stacked,dotplot_avg,44,300,240,348,156,108,360
4442,movies,vega-lite,area_colored_stacked,bubble_agg,27,300,280,356,132,76,253
4443,movies,vega-lite,area_colored_stacked,bar_count_horizontal,46,300,220,332,144,112,373
4444,movies,vega-lite,area_colored_stacked,scatter,27,300,232,332,132,100,333
4445,movies,vega-lite,area_colored_stacked,bubble,27,300,268,348,128,80,266
4446,movies,vega-lite,area_colored_stacked,histogram_mean,35,300,236,340,144,104,346
4447,movies,vega-lite,area_colored_stacked,scatter_colored_symbol,27,300,272,352,132,80,266
4448,movies,vega-lite,area_colored_stacked,bar_count_single,45,300,224,320,116,96,320
4449,movies,vega-lite,area_colored_stacked,scatter_colored_continuous,17,300,252,340,128,88,293
4450,movies,vega-lite,area_colored_stacked,scatter_colored,15,300,256,332,108,76,253
4451,movies,vega-lite,area_colored_stacked,box_faceted,54,300,268,360,152,92,306
4452,movies,vega-lite,area_colored_stacked,pie_count,45,300,228,320,112,92,306
4453,movies,vega-lite,area_colored_stacked,error_bar,57,300,276,388,200,112,373
4454,movies,vega-lite,area_colored_stacked,bar_count_ordered,33,300,220,332,144,112,373
4455,movies,vega-lite,area_colored_stacked,bar_time,17,300,260,308,56,48,160
4456,movies,vega-lite,area_colored_stacked,histogram_colored,27,300,252,340,128,88,293
4457,movies,vega-lite,area_colored_stacked,box,28,300,236,340,144,104,346
4458,movies,vega-lite,area_colored_stacked,ols_separate,43,300,316,388,160,88,278
4459,movies,vega-lite,area_colored_stacked,bar_budget_avg_colored,36,300,264,356,148,92,306
4460,movies,vega-lite,area_colored_stacked,bar_count_colored,20,300,240,328,116,88,293
4461,movies,vega-lite,area_colored_stacked,histogram_line,39,300,224,340,156,116,386
4462,movies,vega-lite,area_colored_stacked,bar_budget,28,300,236,340,144,104,346
4463,movies,vega-lite,area_colored_stacked,scatter_connected,30,300,296,348,100,52,173
4464,movies,vega-lite,area_colored_stacked,heatmap_count,29,300,240,332,124,92,306
4465,movies,vega-lite,area_colored_stacked,heatmap_budget_avg,33,300,256,348,140,92,306
4466,movies,vega-lite,area_colored_stacked,scatter_ols_global,56,300,308,392,176,92,298
4467,movies,vega-lite,area_colored_stacked,bar_count,35,300,208,328,148,120,400
4468,movies,vega-lite,area_colored_stacked,slope,12,300,264,332,100,68,226
4469,movies,vega-lite,area_colored_stacked,line,17,300,260,308,56,48,160
4470,movies,vega-lite,area_colored_stacked,dotplot,43,300,212,332,152,120,400
4471,movies,vega-lite,area_colored_stacked,area_colored,4,300,284,304,24,20,66
4472,movies,vega-lite,area_colored_stacked,histogram,39,300,220,340,160,120,400
4473,movies,vega-lite,area_colored_stacked,bar_count_100,16,300,252,328,104,76,253
4474,movies,vega-lite,area_colored_stacked,histogram_faceted,43,300,276,368,160,92,306
4475,movies,vega-lite,stripes,scatter_ols_separate,66,264,320,384,184,120,375
4476,movies,vega-lite,stripes,line_colored,14,264,284,300,52,36,126
4477,movies,vega-lite,stripes,area_colored_stacked,18,264,300,312,60,48,160
4478,movies,vega-lite,stripes,bar_budget_avg,20,264,236,312,124,76,287
4479,movies,vega-lite,stripes,box_colored,31,264,264,336,144,72,272
4480,movies,vega-lite,stripes,dotplot_avg,34,264,240,312,120,72,272
4481,movies,vega-lite,stripes,bubble_agg,36,264,280,340,136,76,271
4482,movies,vega-lite,stripes,bar_count_horizontal,17,264,220,296,108,76,287
4483,movies,vega-lite,stripes,scatter,12,264,232,296,96,64,242
4484,movies,vega-lite,stripes,bubble,24,264,268,332,132,68,253
4485,movies,vega-lite,stripes,histogram_mean,19,264,236,300,100,64,242
4486,movies,vega-lite,stripes,scatter_colored_symbol,31,264,272,336,136,72,264
4487,movies,vega-lite,stripes,bar_count_single,30,264,224,296,104,72,272
4488,movies,vega-lite,stripes,scatter_colored_continuous,18,264,252,312,108,60,227
4489,movies,vega-lite,stripes,scatter_colored,19,264,256,316,112,60,227
4490,movies,vega-lite,stripes,box_faceted,42,264,268,344,156,80,298
4491,movies,vega-lite,stripes,pie_count,31,264,228,304,116,76,287
4492,movies,vega-lite,stripes,error_bar,61,264,276,352,164,88,318
4493,movies,vega-lite,stripes,bar_count_ordered,17,264,220,296,108,76,287
4494,movies,vega-lite,stripes,bar_time,1,264,260,268,12,8,30
4495,movies,vega-lite,stripes,histogram_colored,17,264,252,324,132,72,272
4496,movies,vega-lite,stripes,box,13,264,236,312,124,76,287
4497,movies,vega-lite,stripes,ols_separate,47,264,316,372,164,108,341
4498,movies,vega-lite,stripes,bar_budget_avg_colored,30,264,264,336,144,72,272
4499,movies,vega-lite,stripes,bar_count_colored,14,264,240,312,120,72,272
4500,movies,vega-lite,stripes,histogram_line,24,264,224,308,128,84,318
4501,movies,vega-lite,stripes,bar_budget,13,264,236,308,116,72,272
4502,movies,vega-lite,stripes,scatter_connected,57,264,296,316,72,52,175
4503,movies,vega-lite,stripes,heatmap_count,21,264,240,312,120,72,272
4504,movies,vega-lite,stripes,heatmap_budget_avg,19,264,256,328,136,72,272
4505,movies,vega-lite,stripes,scatter_ols_global,60,264,308,376,180,112,363
4506,movies,vega-lite,stripes,bar_count,19,264,208,288,104,80,303
4507,movies,vega-lite,stripes,slope,21,264,264,320,112,56,212
4508,movies,vega-lite,stripes,line,2,264,260,276,28,16,60
4509,movies,vega-lite,stripes,dotplot,21,264,212,296,116,84,318
4510,movies,vega-lite,stripes,area_colored,14,264,284,300,52,36,126
4511,movies,vega-lite,stripes,histogram,23,264,220,300,116,80,303
4512,movies,vega-lite,stripes,bar_count_100,18,264,252,324,132,72,272
4513,movies,vega-lite,stripes,histogram_faceted,33,264,276,348,156,84,304
4514,movies,vega-lite,bar_budget_avg,scatter_ols_separate,65,236,320,364,172,128,400
4515,movies,vega-lite,bar_budget_avg,line_colored,46,236,284,328,136,92,323
4516,movies,vega-lite,bar_budget_avg,area_colored_stacked,50,236,300,344,152,108,360
4517,movies,vega-lite,bar_budget_avg,stripes,14,236,264,312,124,76,287
4518,movies,vega-lite,bar_budget_avg,box_colored,33,236,264,292,84,56,212
4519,movies,vega-lite,bar_budget_avg,dotplot_avg,20,236,240,276,76,40,166
4520,movies,vega-lite,bar_budget_avg,bubble_agg,47,236,280,316,116,80,285
4521,movies,vega-lite,bar_budget_avg,bar_count_horizontal,7,236,220,252,48,32,135
4522,movies,vega-lite,bar_budget_avg,scatter,12,236,232,280,92,48,203
4523,movies,vega-lite,bar_budget_avg,bubble,36,236,268,308,112,72,268
4524,movies,vega-lite,bar_budget_avg,histogram_mean,17,236,236,272,72,36,152
4525,movies,vega-lite,bar_budget_avg,scatter_colored_symbol,49,236,272,304,100,68,250
4526,movies,vega-lite,bar_budget_avg,bar_count_single,8,236,224,264,68,40,169
4527,movies,vega-lite,bar_budget_avg,scatter_colored_continuous,24,236,252,300,112,64,253
4528,movies,vega-lite,bar_budget_avg,scatter_colored,38,236,256,296,100,60,234
4529,movies,vega-lite,bar_budget_avg,box_faceted,47,236,268,304,104,68,253
4530,movies,vega-lite,bar_budget_avg,pie_count,9,236,228,272,80,44,186
4531,movies,vega-lite,bar_budget_avg,error_bar,35,236,276,312,112,76,275
4532,movies,vega-lite,bar_budget_avg,bar_count_ordered,7,236,220,256,56,36,152
4533,movies,vega-lite,bar_budget_avg,bar_time,13,236,260,308,120,72,276
4534,movies,vega-lite,bar_budget_avg,histogram_colored,19,236,252,276,64,40,158
4535,movies,vega-lite,bar_budget_avg,box,9,236,236,264,56,28,118
4536,movies,vega-lite,bar_budget_avg,ols_separate,66,236,316,360,168,124,392
4537,movies,vega-lite,bar_budget_avg,bar_budget_avg_colored,24,236,264,272,44,36,136
4538,movies,vega-lite,bar_budget_avg,bar_count_colored,10,236,240,264,52,28,116
4539,movies,vega-lite,bar_budget_avg,histogram_line,15,236,224,264,68,40,169
4540,movies,vega-lite,bar_budget_avg,bar_budget,1,236,236,244,16,8,33
4541,movies,vega-lite,bar_budget_avg,scatter_connected,37,236,296,336,140,100,337
4542,movies,vega-lite,bar_budget_avg,heatmap_count,12,236,240,272,68,36,150
4543,movies,vega-lite,bar_budget_avg,heatmap_budget_avg,14,236,256,268,44,32,125
4544,movies,vega-lite,bar_budget_avg,scatter_ols_global,59,236,308,352,160,116,376
4545,movies,vega-lite,bar_budget_avg,bar_count,9,236,208,248,52,40,169
4546,movies,vega-lite,bar_budget_avg,slope,19,236,264,300,100,64,242
4547,movies,vega-lite,bar_budget_avg,line,14,236,260,312,128,76,292
4548,movies,vega-lite,bar_budget_avg,dotplot,12,236,212,260,72,48,203
4549,movies,vega-lite,bar_budget_avg,area_colored,46,236,284,332,144,96,338
4550,movies,vega-lite,bar_budget_avg,histogram,14,236,220,256,56,36,152
4551,movies,vega-lite,bar_budget_avg,bar_count_100,14,236,252,276,64,40,158
4552,movies,vega-lite,bar_budget_avg,histogram_faceted,42,236,276,292,72,56,202
4553,movies,vega-lite,box_colored,scatter_ols_separate,48,264,320,360,136,96,300
4554,movies,vega-lite,box_colored,line_colored,24,264,284,336,124,72,253
4555,movies,vega-lite,box_colored,area_colored_stacked,28,264,300,348,132,84,280
4556,movies,vega-lite,box_colored,stripes,31,264,264,332,136,68,257
4557,movies,vega-lite,box_colored,bar_budget_avg,33,264,236,288,76,52,196
4558,movies,vega-lite,box_colored,dotplot_avg,29,264,240,296,88,56,212
4559,movies,vega-lite,box_colored,bubble_agg,19,264,280,320,96,56,200
4560,movies,vega-lite,box_colored,bar_count_horizontal,33,264,220,288,92,68,257
4561,movies,vega-lite,box_colored,scatter,28,264,232,292,88,60,227
4562,movies,vega-lite,box_colored,bubble,7,264,268,304,76,40,149
4563,movies,vega-lite,box_colored,histogram_mean,37,264,236,308,116,72,272
4564,movies,vega-lite,box_colored,scatter_colored_symbol,6,264,272,300,64,36,132
4565,movies,vega-lite,box_colored,bar_count_single,32,264,224,288,88,64,242
4566,movies,vega-lite,box_colored,scatter_colored_continuous,39,264,252,300,84,48,181
4567,movies,vega-lite,box_colored,scatter_colored,16,264,256,296,72,40,151
4568,movies,vega-lite,box_colored,box_faceted,29,264,268,288,44,24,89
4569,movies,vega-lite,box_colored,pie_count,32,264,228,292,92,64,242
